BUY THIS:
"2","E7400 E6850 Q9550 Q6600 E5440 E5420 Core2 Duo Quad LGA775","https://www.kijiji.ca/v-computer-components/city-of-toronto/e7400-e6850-q9550-q6600-e5440-e5420-core2-duo-quad-lga775/1244394757","Toronto, ON M1V2R4","Core 2 Dual Quad Extreme Genuine Intel CPU LGA 775 processors. E2160 E2180 E6300 6320 E6850 E7300 ","Mon Mar 07 2022 12:39:04 GMT-0500 (Eastern Standard Time)"
"10","Intel core i3 2120","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/intel-core-i3-2120/1610070039","Toronto, ON M4H","Works GREAT only problem is the scratches. Trying to take off the thermal paste.","Thu Mar 24 2022 08:33:48 GMT-0400 (Eastern Daylight Time)"
"15","Intel core 2 quad Q6600 cpu ","https://www.kijiji.ca/v-computer-components/oakville-halton-region/intel-core-2-quad-q6600-cpu/1606507464","Burlington, ON L7M3T7","Intel ‘05 Q6600 core 2 quad 2.4ghz/8mb cache","Tue Feb 22 2022 17:19:35 GMT-0500 (Eastern Standard Time)"
"20","intel i3 CPU","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/intel-i3-cpu/1609279549","Mississauga, ON L4Z 4B4","selling a intel core i3-3240 @ 3.40 ghz dual-core hyperthreaded LGA1155 computer processor more ","Fri Mar 18 2022 02:54:58 GMT-0400 (Eastern Daylight Time)"
"20","Intel Core i5-2500 CPU & 2 Seagate Baracuda 500GB 7200rpm HDD","https://www.kijiji.ca/v-computer-components/city-of-toronto/intel-core-i5-2500-cpu-2-seagate-baracuda-500gb-7200rpm-hdd/1607030283","639 Warden Avenue, Toronto, ON","I'm selling an Intel Core i5-2500 and 2 Seagate Baracuda 500GB 7200rpm 3.5'' HDD. The CPU is in ","Sun Feb 27 2022 12:16:03 GMT-0500 (Eastern Standard Time)"
"25","CPU i5-3210M , for Laptop, used good","https://www.kijiji.ca/v-laptop-accessories/oakville-halton-region/cpu-i5-3210m-for-laptop-used-good/1585779022","Mississauga, ON L5J 0A3","Intel Mobile i5-3210M CPU Ivy Bridge Dual Core , 4 threads , 2.50 GHz - 3.10GHz Turbo Intel® HD ","Wed Feb 02 2022 15:10:27 GMT-0500 (Eastern Standard Time)"
"25","Intel Core i7 920","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/intel-core-i7-920/1609598125","Toronto, ON M9B","Sale 100% working Intel Core i7 920 CPU 8M Cache, 2.66 GHz, 4.80 GT/s Intel® QPI. Price is firm!","Sun Mar 20 2022 14:03:48 GMT-0400 (Eastern Daylight Time)"
"25","Intel I5-3470 3.2 Ghz Processor - Used - LGA1155","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/intel-i5-3470-3-2-ghz-processor-used-lga1155/1608395935","Mississauga, ON L5T","Intel I5-3470 Processor - Desktop Pull - Processor Only. Specs Below ","Thu Mar 10 2022 19:36:54 GMT-0500 (Eastern Standard Time)"
"25","Intel Core i3 4160 CPU Socket LGA1150","https://www.kijiji.ca/v-computer-components/city-of-toronto/intel-core-i3-4160-cpu-socket-lga1150/1610642985","17 Bathurst Street, Toronto, ON","Intel 4th gen i3 4160 processor (socket LGA 1150) with HD 4400 integrated graphics for $25, pulled ","Mon Mar 28 2022 12:55:59 GMT-0400 (Eastern Daylight Time)"
"30","CPU Intel core i5-3570 3.40Ghz","https://www.kijiji.ca/v-computer-components/oakville-halton-region/cpu-intel-core-i5-3570-3-40ghz/1610617861","Oakville, ON L6M 3Y6","CPU Intel core i5-3570 3.40Ghz Total Cores 4 Total Threads 4 Max Turbo Frequency 3.80 GHz Intel® ","Mon Mar 28 2022 09:58:49 GMT-0400 (Eastern Daylight Time)"
"30","SSD AND CPU","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/ssd-and-cpu/1610638718","Mississauga, ON L5C 2K4","Intel® Core™ i5-8400T Processor 9M Cache, up to 3.30 GHz $100 Intel® Core™2 Quad Processor Q6600 8M ","Mon Mar 28 2022 12:26:37 GMT-0400 (Eastern Daylight Time)"
"30","Intel i7 i5 xeon socket 1156 processors","https://www.kijiji.ca/v-computer-components/city-of-toronto/intel-i7-i5-xeon-socket-1156-processors/1610830478","Toronto, ON M4B","i5-650 $30 firm i5-750 $50 firm i7-860 $80 firm i7-870 $90 firm xeon x3460 (4 core 8 thread, same ","Tue Mar 29 2022 20:15:47 GMT-0400 (Eastern Daylight Time)"
"35","I5-4570 processor","https://www.kijiji.ca/v-computer-components/city-of-toronto/i5-4570-processor/1607475461","Toronto, ON M5T1Z8","Intel core i5-4570 3.20ghz","Thu Mar 03 2022 09:29:00 GMT-0500 (Eastern Standard Time)"
"40","Broken Intel CPU 9th Gen Core i5 9400 2.9GHz AS IS","https://www.kijiji.ca/v-computer-components/city-of-toronto/broken-intel-cpu-9th-gen-core-i5-9400-2-9ghz-as-is/1610937639","Toronto, ON M6N","Not functioning Selling for parts Physically perfect shape Killed in a power surge","Wed Mar 30 2022 18:21:01 GMT-0400 (Eastern Daylight Time)"
"40","Intel Core i3-4160 CPU","https://www.kijiji.ca/v-computer-components/city-of-toronto/intel-core-i3-4160-cpu/1599680222","Toronto, ON M4Y 3C7, Canada","Took it out of my system since I upgraded a week ago - works great. Pickup at Church and Bloor.","Sun Feb 20 2022 21:38:59 GMT-0500 (Eastern Standard Time)"
"50","Intel Core i7-3930K Processor","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/intel-core-i7-3930k-processor/1606367731","43 Ontario Court, Mississauga, ON","Working CPU, bought when troubleshooting a PC issue, but turned out to be an unstable power source. ","Mon Feb 21 2022 14:51:01 GMT-0500 (Eastern Standard Time)"
"50","Intel i5 7500 3.4Ghz","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/intel-i5-7500-3-4ghz/1607678464","Mississauga, ON L5G 3X6","Intel i5 7500 CPU, Well Used Processor","Fri Mar 04 2022 22:16:52 GMT-0500 (Eastern Standard Time)"
"50","i5 4590
Cpu i54590","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/i5-4590-cpu-i54590/1604327347","Toronto, ON M4K 2P1, Canada","Computer CPU i5 4590","Fri Feb 04 2022 01:23:12 GMT-0500 (Eastern Standard Time)"
"60","Intel i5-4590","https://www.kijiji.ca/v-computer-components/city-of-toronto/intel-i5-4590/1605087576","Toronto, ON M5V0E6","Processor from my old build, works 100%. Never overclocked Accept crypto","Thu Feb 10 2022 14:12:53 GMT-0500 (Eastern Standard Time)"
"80","Ryzen 2700x *Broken pin* *Read Carefully*","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/ryzen-2700x-broken-pin-read-carefully/1610932068","Mississauga, ON L5C 3X2","Selling my Ryzen 2700x that's stuck on the Wraith Prism cooler. (If I knew AMD's thermal paste was ","Wed Mar 30 2022 17:37:35 GMT-0400 (Eastern Daylight Time)"
"80","i5 8400, mint condition ","https://www.kijiji.ca/v-computer-components/city-of-toronto/i5-8400-mint-condition/1610556194","Toronto, ON M5M3A4","Selling my used CPU. In mint condition, recently upgraded to i7 9700, not needed this one. You can ","Sun Mar 27 2022 17:50:02 GMT-0400 (Eastern Daylight Time)"
"90","Intel I5-6500 3.2 Ghz Processor - Used - LGA1151","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/intel-i5-6500-3-2-ghz-processor-used-lga1151/1608394750","Mississauga, ON L5T","Intel I5-6500 Processor - Desktop Pull - Processor Only. Specs Below ","Thu Mar 10 2022 19:25:42 GMT-0500 (Eastern Standard Time)"
"90","I5 6500 CPU","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/i5-6500-cpu/1610923312","Mississauga, ON L5V 2K3","Pulled from working dell computer. CPU I5 6500","Wed Mar 30 2022 16:32:23 GMT-0400 (Eastern Daylight Time)"
"90","Intel I5-6400 No cooler","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/intel-i5-6400-no-cooler/1608417613","11 Elkhorn Dr, Toronto, ON M2K 1K7, Canada","CPU in perfect condition","Fri Mar 11 2022 00:52:41 GMT-0500 (Eastern Standard Time)"
"100","10th Gen Core i3 - 10100 LGS1200 CPU ","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/10th-gen-core-i3-10100-lgs1200-cpu/1608157281","Mississauga, ON L5M","Selling great condition 10th Gen Core i3 - 10100 LGS1200 CPU. Comes with original CPU fan and box. ","Tue Mar 08 2022 18:40:56 GMT-0500 (Eastern Standard Time)"
"100","Intel i5 6600","https://www.kijiji.ca/v-computer-components/city-of-toronto/intel-i5-6600/1606727948","Flintwick Dr, Toronto, ON M1P 4H1, Canada","3.3 ghz Quad core CPU, SR2L5 LGA1152 Socket, Non k version so can not be overclocked. Box not ","Thu Feb 24 2022 17:12:11 GMT-0500 (Eastern Standard Time)"
"100","Intel i3-8100 CPU in mint condition ","https://www.kijiji.ca/v-computer-components/city-of-toronto/intel-i3-8100-cpu-in-mint-condition/1609777186","Toronto, ON M1V5P7","Selling an intel i3-8100 CPU in mint condition. Pick up is at Markham Road near Steeles.","Mon Mar 21 2022 19:09:12 GMT-0400 (Eastern Daylight Time)"
"120","Ryzen 3 2200g cpu","https://www.kijiji.ca/v-computer-components/oakville-halton-region/ryzen-3-2200g-cpu/1610836883","747 Mullin Way, Burlington, ON","Does not come in box, I lost the holder for it but it is working. I just upgraded to intel and ","Tue Mar 29 2022 21:12:48 GMT-0400 (Eastern Daylight Time)"
"120","i5-6600k CPU","https://www.kijiji.ca/v-computer-components/oakville-halton-region/i5-6600k-cpu/1610205311","Mississauga, ON L5J 1L4","Used i5-6600k, used for a plex server","Fri Mar 25 2022 10:39:23 GMT-0400 (Eastern Daylight Time)"
"120","I3 - 10100 CPU & Stock Cooler","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/i3-10100-cpu-stock-cooler/1609888531","Toronto, ON M6M4B4","Recently Upgraded and don’t need it anymore Selling AS-IS.","Tue Mar 22 2022 17:02:16 GMT-0400 (Eastern Daylight Time)"
"120","Intel i7-3930K i7-5920K unlocked 6 core processors 2011","https://www.kijiji.ca/v-computer-components/city-of-toronto/intel-i7-3930k-i7-5920k-unlocked-6-core-processors-2011/1611061302","Toronto, ON M4C 3P4","Intel i7-3930K six core socket 2011 unlocked processor - for X79 motherboards originally purchased ","Thu Mar 31 2022 18:25:34 GMT-0400 (Eastern Daylight Time)"
"120","Intel i5 6600K 3.5 GHz never overclocked","https://www.kijiji.ca/v-computer-components/city-of-toronto/intel-i5-6600k-3-5-ghz-never-overclocked/1609931863","Blue Jays Way, Toronto, ON M5V 3W6, Canada","Selling a perfectly working i5 6600K. Was paired up with a B150 chipset motherboard after purchase ","Tue Mar 22 2022 23:54:08 GMT-0400 (Eastern Daylight Time)"
"120","i3-10100 4 Core / 8 Thread UHD 630 Intel CPU","https://www.kijiji.ca/v-computer-components/city-of-toronto/i3-10100-4-core-8-thread-uhd-630-intel-cpu/1610213046","33 Howland Avenue, Toronto, ON","Selling a CPU, it runs perfectly well, never overclocked (It can't be as it's not a K Sku), and has ","Fri Mar 25 2022 11:35:11 GMT-0400 (Eastern Daylight Time)"
"130","Intel core i7 4770 Processor ","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/intel-core-i7-4770-processor/1609017038","Mississauga, ON L5R","Intel core i7 4770 Processor . Posted in computer accessories, system components in Mississauga / ","Tue Mar 15 2022 20:00:25 GMT-0400 (Eastern Daylight Time)"
"150","i7-6700k CPU","https://www.kijiji.ca/v-computer-components/oakville-halton-region/i7-6700k-cpu/1610205062","Mississauga, ON L5J 1L4","Used i7-6700k CPU, never used for mining. Just updated to a newer processor.","Fri Mar 25 2022 10:37:24 GMT-0400 (Eastern Daylight Time)"
"150","Intel CPU lot i7 4770, i5 3570k, xeon e5620","https://www.kijiji.ca/v-computer-components/oakville-halton-region/intel-cpu-lot-i7-4770-i5-3570k-xeon-e5620/1610011304","Wyecroft Rd, Oakville, ON L6L 6V9, Canada","2x i7 4770 2x Xeon E5620 1x i5 3570k Selling as a lot price is FIRM at $150. No trades and no ","Wed Mar 23 2022 16:40:25 GMT-0400 (Eastern Daylight Time)"
"150","AMD Ryzen 3 3100 CPU","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/amd-ryzen-3-3100-cpu/1610447080","Mississauga, ON L5B 4P5","Works perfectly, CPU only. Price is firm.","Sat Mar 26 2022 23:14:44 GMT-0400 (Eastern Daylight Time)"
"150","Used Ryzen 7 1800X","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/used-ryzen-7-1800x/1608294831","Mississauga, ON L5B 0G6","Purchased back in November 2017. I upgraded to a new CPU. 150 obo. No Lowballing.","Wed Mar 09 2022 22:17:28 GMT-0500 (Eastern Standard Time)"
"150","AMD Ryzen 5 2600 Processor","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/amd-ryzen-5-2600-processor/1610685140","Etobicoke, ON M9C","Used for 1.5yrs. I bought a new processor 6 months ago and it's time to pass this 2600 on to ","Mon Mar 28 2022 17:45:40 GMT-0400 (Eastern Daylight Time)"
"150","i5-8400 cpu ddr4 8gb 3000mhz ram","https://www.kijiji.ca/v-computer-components/mississauga-peel-region/i5-8400-cpu-ddr4-8gb-3000mhz-ram/1611079041","Etobicoke, ON M9C0C3","nah150 for cpu 50 for ram 175 for both","Thu Mar 31 2022 21:15:41 GMT-0400 (Eastern Daylight Time)"
"150","Intel Core I7-6700 FC-LGA14C 3.40 GHz 8 M Processor Cache 4 LGA","https://www.kijiji.ca/v-computer-components/city-of-toronto/intel-core-i7-6700-fc-lga14c-3-40-ghz-8-m-processor-cache-4-lga/1606345962","Toronto, ON M2K1E6","Regular price: $600 Our price: $150 Cash no tax New: FIRST COME, FIRST SERVED Details Brand Intel ","Mon Feb 21 2022 12:41:01 GMT-0500 (Eastern Standard Time)"
"180","AMD Ryzen 5 2600 6 core desktop processor 3.4GHz w/Cooler","https://www.kijiji.ca/v-computer-components/oakville-halton-region/amd-ryzen-5-2600-6-core-desktop-processor-3-4ghz-w-cooler/1606397445","Oakville, ON L6M 3C8","This AMD Ryzen 5 2600 was purchased in July 2020 for $260. I no longer need this CPU since I ","Mon Feb 21 2022 18:05:22 GMT-0500 (Eastern Standard Time)"
"180","AMD Ryzen 5 2600x Processor","https://www.kijiji.ca/v-computer-components/city-of-toronto/amd-ryzen-5-2600x-processor/1609021569","Toronto, ON M5T 3J9","Hello I'm selling my old AMD Ryzen 2600x CPU in working condition, since I upgraded to a 5600x. ","Tue Mar 15 2022 20:44:32 GMT-0400 (Eastern Daylight Time)"
"180","AMD Ryzen 2600x","https://www.kijiji.ca/v-computer-components/city-of-toronto/amd-ryzen-2600x/1608620706","Toronto, ON M1S","Used 2600x. Like new. Works well.","Sat Mar 12 2022 16:13:48 GMT-0500 (Eastern Standard Time)"
"190","RYZEN 7 1800x","https://www.kijiji.ca/v-desktop-computers/mississauga-peel-region/ryzen-7-1800x/1607496824","Mississauga, ON L5A 2W7","Selling this CPU, just swapped mine out. is in perfect condition like new.","Thu Mar 03 2022 12:17:56 GMT-0500 (Eastern Standard Time)"
"190","Ryzen 5 3600","https://www.kijiji.ca/v-computer-components/city-of-toronto/ryzen-5-3600/1610212550","Toronto, ON M4M","Used for couple months upgrade for birthday 200 obo never overclocked and has been hooked up to a ","Fri Mar 25 2022 11:31:36 GMT-0400 (Eastern Daylight Time)"
