BUY THIS:
"10","Juniper ssg5 Secure firewall ","https://www.kijiji.ca/v-servers/mississauga-peel-region/juniper-ssg5-secure-firewall/1632642545","Rowntree Rd, Toronto, ON M9V 5G8, Canada","Small desktop firewall for small branch or retail office. Includes anti-virys and anti-spam and web ","Sun Sep 11 2022 16:18:28 GMT-0400 (Eastern Daylight Time)"
"10","LG Computer DVDRW drive","https://www.kijiji.ca/v-desktop-computers/markham-york-region/lg-computer-dvdrw-drive/1635240958","Thornhill, ON L4J 8W1","LG DVDRW drive Model GH22NS50 Works perfectly. SATA cable included. Location Richmond Hill","Sun Oct 02 2022 10:07:52 GMT-0400 (Eastern Daylight Time)"
"10","New Computer/system  components/parts  for sale","https://www.kijiji.ca/v-desktop-computers/mississauga-peel-region/new-computer-system-components-parts-for-sale/1613501174","Mississauga, ON L5B 2Z6","MANY COMPONENTS TO ASSEMBLE COMPLUTER . ALL NEW. 1.Ram: 2 PICE SET RAM-FURY HYPERX Kingston HyperX ","Mon Oct 03 2022 17:59:14 GMT-0400 (Eastern Daylight Time)"
"10","Mini-pc HP GT7725","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/mini-pc-hp-gt7725/1633486494","Etobicoke, ON M9P 1A7","No power supply, so 10$ ","Sun Sep 18 2022 10:07:32 GMT-0400 (Eastern Daylight Time)"
"10","Computer/LCD screen/Audio Power ","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/computer-lcd-screen-audio-power/1625973182","Scarborough, ON M1P 4G5","Desktop computer/LCD screen / Audio Power Amplifier They are all in working order. But none of them ","Fri Oct 07 2022 15:00:53 GMT-0400 (Eastern Daylight Time)"
"13","LED strip 3 ft - 16 colour - usb ","https://www.kijiji.ca/v-desktop-computers/hamilton/led-strip-3-ft-16-colour-usb/1629585270","Hamilton, ON L8R","install on back your monitor computer , keep look nice on night time","Thu Aug 18 2022 20:08:15 GMT-0400 (Eastern Daylight Time)"
"15","kids desktop","https://www.kijiji.ca/v-desktop-computers/mississauga-peel-region/kids-desktop/1636020495","Mowat Ct, Brampton, ON L6Z 3E6, Canada","dimensions in picture.","Sat Oct 08 2022 14:45:23 GMT-0400 (Eastern Daylight Time)"
"15","Gateway Computer Tower","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/gateway-computer-tower/1620876357","105 La Rose Avenue, Etobicoke, ON M9P 1A9","YOU BUY USED Gateway Computer Tower VERY GOOD ALL IRON INCLUDED POWER SUPPLY MORE ALL CABLE DVD ","Sun Oct 02 2022 21:20:22 GMT-0400 (Eastern Daylight Time)"
"15","Vengeance gaming Ram","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/vengeance-gaming-ram/1632362026","500 Dawes Rd, Toronto, ON M4B 2G1, Canada","I sold the pc because I don't need it anymore, it works fine 2x4gb","Fri Sep 09 2022 14:14:44 GMT-0400 (Eastern Daylight Time)"
"20","HP PC & Monitor. Gaming Tower with Asus Motherboard & 18 Monitor","https://www.kijiji.ca/v-desktop-computers/oakville-halton-region/hp-pc-monitor-gaming-tower-with-asus-motherboard-18-monitor/1633128488","Lakeshore Rd W, Oakville, ON L6L 6S6, Canada","Desk Top PC - Business, Home & Gaming Computers HP PC with Monitor & built in speakers Silver on ","Thu Sep 15 2022 12:02:30 GMT-0400 (Eastern Daylight Time)"
"20","Computers For Parts","https://www.kijiji.ca/v-desktop-computers/markham-york-region/computers-for-parts/1634351703","Vaughan, ON L4J9C2","Computers For Parts. $20 Each Take All for $150 647-771-4017","Sun Sep 25 2022 02:08:24 GMT-0400 (Eastern Daylight Time)"
"20","Dell Dimension 9200 desktop computer","https://www.kijiji.ca/v-desktop-computers/markham-york-region/dell-dimension-9200-desktop-computer/1607717701","Maple, ON L6A 2X7","Used Dell Dimension 9200 desktop computer No hard drives, no operating system and no graphics card. ","Fri Sep 16 2022 21:58:57 GMT-0400 (Eastern Daylight Time)"
"20","xeon 3.33 mhz cpu desktop, motherboard too","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/xeon-3-33-mhz-cpu-desktop-motherboard-too/1612915709","Scarborough, ON M1P 4P5","selling my xeon 3.33 mhz 4 cores and 4 threads start a project, this cpu is pretty quick even to ","Sat Sep 10 2022 00:29:12 GMT-0400 (Eastern Daylight Time)"
"20","D Link Device","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/d-link-device/1616462409","Scarborough, ON M1E 4B2","D Link. Easily switch between two computers.","Mon Aug 29 2022 20:46:41 GMT-0400 (Eastern Daylight Time)"
"20","HP Compaq 8000 Elite Small Form Factor PC desktop","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/hp-compaq-8000-elite-small-form-factor-pc-desktop/1634716494","North York, ON M2R 1B1","I have 4 of these available, some still have Windows 7 (legal) and some have some Unix distro ","Tue Sep 27 2022 20:15:09 GMT-0400 (Eastern Daylight Time)"
"20","IBM ThinkCentre Desktop Computer","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/ibm-thinkcentre-desktop-computer/1634821946","Scarborough, ON M1S 0L1","Working Used IBM Desktop Computer","Wed Sep 28 2022 17:51:16 GMT-0400 (Eastern Daylight Time)"
"20","REDUCED TO SELL Monitor HP Compaq LA1751g","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/reduced-to-sell-monitor-hp-compaq-la1751g/1615086254","North York, ON M2R 3A7","HP Compaq 17"" Monitor, open box, never used ..Great deal, only $40, obo","Sat Aug 20 2022 00:08:21 GMT-0400 (Eastern Daylight Time)"
"25","HP Proliant 146GB 10000 RPM 2.5"" SAS Enterprise Hard Drive","https://www.kijiji.ca/v-servers/city-of-toronto/hp-proliant-146gb-10000-rpm-2-5-sas-enterprise-hard-drive/1625823103","East York, ON M4H 1J8","HP Proliant 146GB 10000 RPM 2.5"" SAS Enterprise Hard Drive $25 Each","Tue Sep 27 2022 17:49:12 GMT-0400 (Eastern Daylight Time)"
"25","Custom Computers - Consultation, Design and Build = $25/hour","https://www.kijiji.ca/v-desktop-computers/oakville-halton-region/custom-computers-consultation-design-and-build-25-hour/1611475086","Oakville, ON L6H 2L1","Have the high-performance computer system you need assembled by an experienced professional. I can ","Fri Aug 12 2022 23:17:42 GMT-0400 (Eastern Daylight Time)"
"25","Computer PWS","https://www.kijiji.ca/v-desktop-computers/hamilton/computer-pws/1635993292","Hamilton, ON L9C 4C3","Smart 500W never used, PWS for sale for 25.00 $","Sat Oct 08 2022 12:00:57 GMT-0400 (Eastern Daylight Time)"
"25","Lenovo ThinkCentre M91p, Core i5-2400S @ 2.5Ghz, 4GB RAM, 1TB HD","https://www.kijiji.ca/v-desktop-computers/hamilton/lenovo-thinkcentre-m91p-core-i5-2400s-2-5ghz-4gb-ram-1tb-hd/1633487644","Hamilton, ON L8W 3J8","Lenovo ThinkCentre M91p, Core i5-2400S @ 2.5Ghz, 4GB RAM, 1TB HD Key Specs: - Core i5-2400S @ ","Sun Sep 18 2022 10:16:37 GMT-0400 (Eastern Daylight Time)"
"25","CD drive Dell Dimension ","https://www.kijiji.ca/v-desktop-computers/markham-york-region/cd-drive-dell-dimension/1631216775","30 N Park Rd, Thornhill, ON L4J 0G6, Canada","The computer desktop was in working condition and original owner. Model - Dell Dimension 4550. Sold ","Wed Aug 31 2022 15:28:54 GMT-0400 (Eastern Daylight Time)"
"25","4 Computer Desktops Mid Tower Full Cases","https://www.kijiji.ca/v-desktop-computers/markham-york-region/4-computer-desktops-mid-tower-full-cases/1628841592","Thornhill, ON L4J","You must include your phone number to receive a reply. Selling everything for $25 each. Firm. No ","Sun Oct 09 2022 23:31:43 GMT-0400 (Eastern Daylight Time)"
"25","Desktop PC","https://www.kijiji.ca/v-desktop-computers/mississauga-peel-region/desktop-pc/1631339130","6 Mountainash Road, Brampton, ON","Specs: GTX 1650 4GB Intel i5 3740 8 GB Ram","Thu Sep 01 2022 17:03:26 GMT-0400 (Eastern Daylight Time)"
"25","IBM think center","https://www.kijiji.ca/v-desktop-computers/mississauga-peel-region/ibm-think-center/1628642312","Brampton, ON L6S 4Z6","IBM think center used pretty good but still works. Comes with 2gb ram and 250gb hdd Cpus in pentium ","Sat Oct 08 2022 08:58:22 GMT-0400 (Eastern Daylight Time)"
"25","Computers & Printers for SALE","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/computers-printers-for-sale/1634808608","Toronto, ON M5C 1M3","IF ITS IN THE LIST BELOW, IT IS AVAILAVBLE SERIOUS ENQUIRIES ONLY GTA DELIVERY $15 or PICK UP KEELE ","Wed Sep 28 2022 16:01:49 GMT-0400 (Eastern Daylight Time)"
"25","power supply block EVOTEC Desktop comp","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/power-supply-block-evotec-desktop-comp/1596796061","Thornhill, ON L4J 5Y2","power supply block EVOTEC Desktop computer $25 emeil or text 416-471-7517","Mon Sep 19 2022 20:02:59 GMT-0400 (Eastern Daylight Time)"
"25","HP Compaq LA1905wg Monitor For Sale","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/hp-compaq-la1905wg-monitor-for-sale/1631845149","Etobicoke, ON M8V 2S2","HP Monitor For Sale Fully adjustable (pivot,swivel and tiltable) screen.","Mon Sep 05 2022 15:27:06 GMT-0400 (Eastern Daylight Time)"
"25","4 Desktops Computer","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/4-desktops-computer/1631396227","Thornhill, ON L4J","Must include your phone number to receive a reply. Selling everything for $25 each. Firm. No offer ","Fri Sep 02 2022 03:17:59 GMT-0400 (Eastern Daylight Time)"
"30","HP Proliant 300GB 10000 RPM 2.5"" SAS Enterprise Hard Drive","https://www.kijiji.ca/v-servers/city-of-toronto/hp-proliant-300gb-10000-rpm-2-5-sas-enterprise-hard-drive/1625823023","East York, ON M4H 1J8","HP Proliant 300GB 10000 RPM 2.5"" SAS Enterprise Hard Drive $30 Each","Tue Sep 27 2022 17:49:10 GMT-0400 (Eastern Daylight Time)"
"30","Computer box","https://www.kijiji.ca/v-desktop-computers/hamilton/computer-box/1632123450","Hamilton, ON L9C 3S8, Canada","Good for parts Windows 10","Wed Sep 07 2022 16:27:45 GMT-0400 (Eastern Daylight Time)"
"30","Desktop Computer","https://www.kijiji.ca/v-desktop-computers/markham-york-region/desktop-computer/1601726155","Vaughan, ON L4H4R2","The case of desktop computer.It powers on but I don't know if it works properly or not since it ","Sun Sep 18 2022 01:49:37 GMT-0400 (Eastern Daylight Time)"
"30","Lenovo ThinkCentre M91P - Parts Only","https://www.kijiji.ca/v-desktop-computers/markham-york-region/lenovo-thinkcentre-m91p-parts-only/1599750125","8600 Warden Avenue, Markham, ON","Parts were removed from a working system to upgrade other systems. The remaining parts that were ","Tue Oct 04 2022 21:51:04 GMT-0400 (Eastern Daylight Time)"
"30","DELL computer","https://www.kijiji.ca/v-desktop-computers/city-of-toronto/dell-computer/1635452697","37 Four Winds Drive, North York, ON","dell computer sale without wire. sale with floppy drive and without windows xp hard drive","Mon Oct 03 2022 19:53:05 GMT-0400 (Eastern Daylight Time)"
