BUY THIS:
"undefined","TP-Link16-Port Gigabit Desktop/Rackmount Switch","https://www.kijiji.ca/v-servers/city-of-toronto/tp-link16-port-gigabit-desktop-rackmount-switch/1682807448","undefined","Model TL-SG1016D 16-Port Gigabit Desktop/Rackmount Switch Item as shown in photos with original box. cash and carry Pick up in Markham, near Denison and Warden","Thu Jan 18 2024 15:21:02 GMT-0500 (Eastern Standard Time)"
"undefined","1TB. PC.HD. IN EXC.COND","https://www.kijiji.ca/v-servers/markham-york-region/1tb-pc-hd-in-exc-cond/1688770055","undefined","1000GB.GOOD HD. $30 IF INT.CALL 647 641-1221 IN R-HILL","Wed Mar 20 2024 15:36:41 GMT-0400 (Eastern Daylight Saving Time)"
"undefined","Asus Reuter","https://www.kijiji.ca/v-servers/markham-york-region/asus-reuter/1688477112","undefined","Asus Reuter Extender Warranty fron Canada computer","Sun Mar 17 2024 13:17:57 GMT-0400 (Eastern Daylight Saving Time)"
"undefined","HP ProCurve 2910 48 Port POE+ switch lifetime warrenty","https://www.kijiji.ca/v-servers/mississauga-peel-region/hp-procurve-2910-48-port-poe-switch-lifetime-warrenty/1692237438","undefined","comes with manufacturer warrenty. Attached tp product not user so it is transferrable and you can get any parts replaced if ever broken down lifetime warrenty expires 2110 by manufacturer (over 80 ","Tue Apr 30 2024 15:40:58 GMT-0400 (Eastern Daylight Saving Time)"
"undefined","►► HP ProDesk 600 G3 Core i5-6500 3.2GHz, 16GB, 256GB SSD, DVDRW","https://www.kijiji.ca/v-desktop-computers/oakville-halton-region/hp-prodesk-600-g3-core-i5-6500-3-2ghz-16gb-256gb-ssd-dvdrw/1692362735","undefined","Description Make/Model: HP ProDesk 600 G3 SFF Processor: Intel Core i5-6500 (6th Generation Quad Core) Speed: 3.20 GHz (3.60 GHz Turbo Boost, 6 MB Intel® Smart Cache) Memory (RAM): 16 GB DDR4 Hard ","Thu May 02 2024 09:24:03 GMT-0400 (Eastern Daylight Saving Time)"
"undefined","Fractal PC","https://www.kijiji.ca/v-desktop-computers/oakville-halton-region/fractal-pc/1691918894","undefined","Fractal PC, perfect for everyday use or Nas, alot of storage inside for hard drives Intel core I7-4770K cpu@3.50ghz Ram 24.0 GB 64 bit operating system Windows 10 pro BluRay disk C: 147gb E: 1tb","Fri Apr 26 2024 21:09:44 GMT-0400 (Eastern Daylight Saving Time)"
"undefined","HP elite professional desktop","https://www.kijiji.ca/v-desktop-computers/oakville-halton-region/hp-elite-professional-desktop/1691388481","undefined","Selling both for $100 Selling as is, not sure what it needs","Sat Apr 20 2024 15:01:55 GMT-0400 (Eastern Daylight Saving Time)"
"undefined","Dell Optiplex 7010 (i3, Complete system)","https://www.kijiji.ca/v-desktop-computers/oakville-halton-region/dell-optiplex-7010-i3-complete-system/1691119718","undefined","As is - selling everything as one complete package. Desktop, 22inch monitor, keyboard and mouse. No built in wifi. You will need to purchase a wifi card or usb adaptor (cheap on Amazon) No HDMI ","Wed Apr 17 2024 13:33:31 GMT-0400 (Eastern Daylight Saving Time)"
"undefined","DESKTOP (DELL OPTIPLEX) 8gb ram(MONITOR, KEYBOAD MOUSE","https://www.kijiji.ca/v-desktop-computers/oakville-halton-region/desktop-dell-optiplex-8gb-ram-monitor-keyboad-mouse/1644117307","undefined","DESKTOP (DELL OPTIPLEX 780)(X64), MONITOR, KEYBOARD, MOUSE INCLUDED 8GB ram, 300gB HARD DRIVE MICROSOFT OFFICE REFER PICTURES FOR SPECS Problem free with great speed Reasonable offers please.","Wed Dec 14 2022 09:43:43 GMT-0500 (Eastern Standard Time)"
"undefined","iBuypower Gaming Pc (Read description)","https://www.kijiji.ca/v-desktop-computers/oakville-halton-region/ibuypower-gaming-pc-read-description/1690954056","undefined","Used like new I’ve had this for 7 or 8 months Reason for selling I’ve gotten older and video games are just not the same anymore and I’ve lost interest in okay games Process: Intel Core i7-12700K - ","Mon Apr 15 2024 13:08:18 GMT-0400 (Eastern Daylight Saving Time)"
"undefined","Lenovo M900 - Small Form Factor PC","https://www.kijiji.ca/v-desktop-computers/oakville-halton-region/lenovo-m900-small-form-factor-pc/1685056511","undefined","Small form factor PC - Intel Core i5 6500T - 8GB Ram - 120GB SSD Great for home office, reception desks or as a living room media streaming device. Shipping available and quoted upon request.","Sun Feb 11 2024 23:03:16 GMT-0500 (Eastern Standard Time)"
"undefined","Lenovo M910q","https://www.kijiji.ca/v-desktop-computers/oakville-halton-region/lenovo-m910q/1685056624","undefined","Small form factor PC - Intel Core i5 7500T - 8GB Ram - 120GB SSD Great for home office, reception desks or as a living room media streaming device. Shipping available and quoted upon request.","Sun Feb 11 2024 23:05:16 GMT-0500 (Eastern Standard Time)"
"undefined","Gaming pc in excellent condition","https://www.kijiji.ca/v-desktop-computers/oakville-halton-region/gaming-pc-in-excellent-condition/1690877168","undefined","This computer is an amazing choice for personal use or for gaming. It is incredibly fast and easy to use. WILLING TO NEGOTIATE PRICE.","Sun Apr 14 2024 14:54:49 GMT-0400 (Eastern Daylight Saving Time)"
"undefined","Keychron K2 wireless pc/mac version 2","https://www.kijiji.ca/v-desktop-computers/oakville-halton-region/keychron-k2-wireless-pc-mac-version-2/1683918938","undefined","Use it for office and not gaming. Comes with box and items that came with it. Comes with brown switches. Bought this in 2020. This is not hot swappable version.","Wed Jan 31 2024 11:31:37 GMT-0500 (Eastern Standard Time)"
